question,path,score,relation_type
根据女性患者28岁，经来先期，量少或多，色红质稠，手足心热，舌红少苔，脉细数等症状，应首选哪种方剂进行治疗？,阴虚血热->常用药品->两地汤,0.43,常用药品
对于一名表现为腹痛便秘，脐下绞结，绕脐不止，手足不温，舌苔白不渴，脉沉弦而迟的患者，应该采用什么方剂进行治疗？,寒积->推荐食谱->姜枣汤,0.13,推荐食谱
一名7岁的患儿，2周前得过猩红热，最近两天出现眼睑水肿，血压为16.0/10.7kPa(120/80mmHg)，尿常规显示蛋白++，红细胞5~8个/HP，目前水肿明显且尿量200ml/日。在护理过程中，应特别警惕发生哪种严重并发症？,急性肾小球肾炎->并发症->胃肠道出血,0.12,并发症
一名13岁女性患者出现头晕、乏力、尿黄1个月，血常规检查显示血红蛋白为86g/L，血小板为10×10^9/L，且Coombs试验阳性。根据这些症状和检查结果，最可能的诊断是什么？,Evans综合征->可能患有疾病->免疫性血小板减少症,0.68,可能患有疾病
一个足月出生的男婴，顺产，体重3.2kg，出生后20小时出现黄疸，胆红素水平为210μmmol/L。为了明确诊断，应首先进行哪项检查？,黄疸->症状->皮肤黄染,0.15,症状
边某，男，58岁，最近出现头目眩晕，目胀耳鸣，脑部热痛，心中烦热，面色如醉，舌红少苔，脉弦长有力等症状，结合其有高血压病史，这种情况下，应该选用哪种中药方剂进行治疗？,肝阳上亢->可能患有疾病->肾虚,0.15,可能患有疾病
根据以下症状：患者肢体关节疼痛重着，痛处不移，局部微肿，扪之无灼热感，四肢沉重，肌肤麻术，接近关节处尤为明显，舌淡胖、边有齿痕，苔白腻，脉濡缓，应选用哪种中药方剂进行治疗？,湿热痹->治疗方法->清热解毒汤,0.11,治疗方法
如果一个10岁女孩在经历呼吸道感染后，因水肿、尿量减少及血尿在2天内入院，随后在2到4周后出现进行性尿量减少和肾功能下降，应考虑什么诊断？,"急进性肾小球肾炎->治愈概率->5%,",0.61,治愈概率
26岁初产妇在妊娠39周时顺利经阴道分娩后，立即出现多量鲜红色阴道流血，持续不断。在这种情况下，最可能的病因是什么？,阴道流血 -> 诊断检查 -> 阴道检查,0.75,诊断检查
一名28岁女性患者，四年间在活动后出现心悸气促症状，心尖区可闻及舒张期隆隆样杂音和二尖瓣开瓣音，超声心动图显示二尖瓣狭窄，无风湿活动和感染。针对这种病例，当前最适合的治疗方案是什么？,二尖瓣狭窄->治疗方法->药物治疗,0.75,治疗方法
一名9岁男孩患者在外伤后出血不止，实验室检查显示白细胞5×10^9/L，血红蛋白110g/L，血小板101×10^9/L，出血时间正常，凝血时间正常，KPTT为80s（正常对照30s），可被正常血清纠正，但不能被钡吸附正常血浆纠正。根据这些临床和实验室检查结果，请给出该患者的诊断。,血友病B->治疗方法->止血药物,0.13,治疗方法
一名30岁男性，经历阵发性心悸10年，每次发作持续时间从半小时到3小时不等，此次心悸发作已持续半小时来就诊。检查显示血压为90/60mmHg，心率为200次/分钟，心律绝对规则，无杂音，肺部无异常。请问在这种情况下，最适合的治疗措施是什么？,腺苷->可以治疗疾病->室上性心动过速,0.08,可以治疗疾病
一位58岁男性患者因过劳而反复出现腰痛，表现为静卧时痛减，阴雨天气加重，左侧腰疼剧烈，不能转侧，白天症状较轻晚上较重，痛处拒按，舌苔薄白腻，脉象弦，应选择什么中药方剂进行首选治疗？,腰痛治疗->方剂选择->独活寄生汤,0.55,常用药品
描述一名老年男性在车祸导致右股骨开放性骨折并在内固定术后出现切口少量脓性渗出和创口肉芽组织突起的情况，结合X线片显示骨折断端有层状致密新骨形成且骨折片边界清楚的影像学特征，你认为最可能的诊断是什么？,慢性骨髓炎->诊断检查->X线片,0.44,诊断检查
对于某位70岁老年人中风后久卧在床的情况，如何正确处理已经形成的大水泡以防止感染？,中风后护理->疾病描述->久卧,0.65,疾病描述
面对一位27岁男性患者，他以左侧后牙自发痛和夜间痛为主要症状就诊，检查发现左侧后牙前倾阻生，牙冠与远中牙颈部形成的间隙有较多的食物嵌塞，远中冠周轻度充血，冠周袋无脓且触痛(-)，X线显示远中牙颈部深龋。请问在这种情况下，最恰当的应急处理措施是什么？,深龋->忌吃->甜食,0.18,忌吃
患者多次流产，现表现为腰酸膝软、足跟痛、头晕耳鸣、手足心热、两颧潮红、大便秘结，舌红少苔，脉细数等症状。根据这些症状，应该首选哪种中药方剂进行治疗？,肾阴虚->常用药品->六味地黄汤,0.78,常用药品
一名足月顺产女婴生后8天，母乳喂养，出现食欲减退、烦躁和呕吐等症状，体检发现皮肤黄染，呼吸增快，心率加快，同时总胆红素水平升至255μmol/L。结合这些临床表现和检查结果，最可能的诊断是什么？,新生儿败血症->并发症->感染,0.68,并发症
一名45岁的男性患者，最近发生心跳过速。查体结果显示心率为170次/分，心律规则。在按压颈动脉窦后，心率突然减慢至90次/分。基于这些信息，最可能的诊断是什么？,甲状腺功能亢进->症状->心动过速,0.18,症状
一名30岁的男性患者表现出大热烦躁、错语不眠、口燥咽干、小便黄赤、舌红苔黄和脉数有力的症状，请问针对这些症状适合选择哪种治疗方剂？,黄连解毒汤->并发症->呼吸急促,0.22,并发症
针对一位患有类风湿关节炎的23岁女性，她在左上眼睑和右眼巩膜上分别出现褐色斑点和蓝色斑块。结合她的病情历史和症状，最合适的诊断是什么？,类风湿关节炎->诊断检查->血管炎,0.72,诊断检查
根据27岁男性患者的症状：乏力、双下肢反复瘀点、重度贫血貌，全身可见散在出血点，血象显示贫血，中性粒细胞和血小板显著减少，且网织红细胞低，请给出最可能的临床诊断是什么？,再生障碍性贫血->治疗科室->血液科,0.77,治疗科室
一位32岁的女性在遇到寒冷时，双手顺序出现苍白、青紫和潮红，病程已有3年，逐渐加重且每次发作持续15到30分钟。根据该患者被诊断为雷诺综合征，请描述她在发作时的典型症状是什么？,雷诺综合征->症状->持续时间,0.68,症状
50岁女性患者被诊断为卵巢癌，手术中发现双侧卵巢受累，包膜破裂，盆腔内有转移灶，并在腹腔冲洗液中检测到肿瘤细胞。根据这些临床特征，请问该患者的卵巢癌分期是什么？,卵巢癌->症状->腹腔转移,0.26,症状
针对3岁女童叶某，出现低热、双侧腮部肿痛、咀嚼不便、咽痛等症状，中医治疗首选的方剂是什么？,风热毒邪->常用药品->柴胡葛根汤,0.92,常用药品
一名26岁未产妇女，停经48日后出现阴道少量流血伴右下腹隐痛。今晨突然感到右下腹剧烈疼痛就诊。经过体格检查和相关化验检查，描述其体征和化验结果后，请问该患者最可能的诊断是什么？,异位妊娠->症状->右下腹疼痛,0.62,症状
描述慢性粒细胞白血病患者脾的超声特征，结合病变形状和多普勒血流信号最可能的诊断是什么？,慢性粒细胞白血病->忌吃->生食海鲜,0.12,忌吃
一名26岁女性因车祸头部受伤后出现短暂昏迷，后来逐渐清醒，但1天后开始出现烦躁、头痛、呕吐，随后再次昏迷。体检显示伤侧瞳孔散大，对光反射消失，对侧肢体不完全性瘫痪，并有巴宾斯基征阳性。请问这种情况应考虑为哪种诊断？,硬膜外血肿->诊断检查->瞳孔散大,0.67,诊断检查
一名18岁女性患者因感冒发热1周后出现心悸、气促和不能平卧现象。在心脏检查中，心率为每分钟110次，律齐，心尖部闻及舒张早期奔马律及收缩期吹风样杂音2/6级。当她的奔马律在胸骨下端左缘听到时，这种奔马律的性质是什么？,奔马律->检查疾病->心功能不全,0.69,诊断检查
一名男性新生儿经产道分娩3天后，出现双眼睑红肿、畏光、结膜高度充血，以及大量黏脓性分泌物等症状，请指出最可能的疾病诊断。,淋球菌性结膜炎->传染性->强,0.19,传染性
一名55岁男性患者出现左胸痛2个月，胸闷气短逐渐加重，并伴有消瘦。胸片显示左侧大量胸腔积液，CT显示广泛胸膜增厚及左侧胸膜凹凸不平，可见胸膜结节影。根据这些临床表现，该患者最可能与哪种职业相关疾病有关？,肺结核->症状->消瘦,0.18,症状
对于一名2岁男孩，出现咳嗽伴气喘、发热、面赤鼻煽、气促等症状，并且有舌红苔黄、指纹浮紧在气关、脉浮数等表现，治疗这种症状的首选方剂是什么？,风热犯肺->治疗方法->麻杏石甘汤,0.77,治疗方法
对于一名56岁男性，症状包括大便次数增多、低热、厌食、消瘦，无抗生素疗效，甲状腺结节性肿大，心率加快和血压升高，以及甲状腺摄131I率3小时35%、24小时52%的情况下，若对抗甲状腺药物治疗无效，应该选择什么治疗方案？,甲亢->治疗方法->甲状腺切除,0.68,治疗方法
一名55岁男性，右小腿肿痛3天，体温38℃。查体显示右小腿片状红肿，鲜红色，中央较淡，边缘稍隆起，与正常皮肤界限清楚，指压可使红色消退，压力除去后红色很快恢复。根据这些临床表现，最可能的诊断是什么？,右小腿肿痛->症状->血栓性静脉炎,0.53,症状
25岁女性，停经2个月，尿妊娠试验阳性，近1周阴道少量出血，妇科检查显示子宫增大如7周妊娠大小，未见异常组织物排出且无压痛。根据这些症状，最可能的诊断是什么？,先兆流产->并发症->胎停育,0.65,并发症
对于一名56岁男性，症状包括大便次数增多、低热、厌食、消瘦，无抗生素疗效，甲状腺结节性肿大，心率加快和血压升高，以及甲状腺摄131I率3小时35%、24小时52%的情况下，若对抗甲状腺药物治疗无效，应该选择什么治疗方案？,甲亢->治疗方法->免疫抑制剂,0.49,治疗方法
一名17岁的女性患者长期持续性出现阴道漏尿，并且可以间隔性正常排尿，B超示右肾重度积水且肾图提示右肾无功能。在这种情况下，首先应进行哪项检查以明确诊断？,逆行肾盂造影->检查疾病->输尿管阴道瘘,0.71,诊断检查
78岁女性患者数月的症状表现为口腔内多数牙受到冷、热刺激时酸痛，并在鼻咽癌放射治疗后出现口腔内牙颈部环状龋损。根据这些临床表现，如何诊断这种牙病变？,放射性龋齿->检查项目->口腔检查,0.77,诊断检查
对于自诉感冒后出现眼部不适的女性患者，她在这段期间使用了哪些治疗方法？,眼部不适->症状->抗过敏药物,0.78,症状
一名20岁未婚女性患者，出现经行鼻衄已经3年，鼻血量较多，呈红色，伴随月经周期提前，经量偏少。患者在月经第2天出现鼻衄，情绪波动会影响出血量，舌质红，脉象细弦。根据这些症状，针对她的病情应选择哪种中药方剂进行治疗，并且加哪味药以达到最佳疗效？,经行鼻衄->食物有益于疾病->桑葚,0.19,食物有益于疾病
在尿急、尿痛伴尿道口脓性分泌物3天的情况下，若28岁男性患者未得到正规有效治疗，他可能出现的最严重并发症是什么？,尿道感染->治疗科室->泌尿外科,0.62,治疗科室
女性，22岁。感冒发烧后出现心悸、胸闷、呼吸困难及浮肿，查体显示心律不齐，心电图显示频发室性早搏。为了进一步明确诊断，应考虑进行哪项检查？,感冒病毒感染->并发症->心肌炎,0.19,并发症
一名54岁男性患者在生产有机磷农药的工作中出现中毒症状，经过阿托品静脉给药达到阿托品化状态，但仍出现面部、四肢抽搐。此时应进行怎样的进一步治疗？,有机磷中毒->治疗方法->静脉营养,0.21,治疗方法
一名50岁的男性患者在饱食后出现上腹持续性胀痛，伴有全腹压痛和反跳痛，肌紧张及肠鸣音消失等症状，经过体格检查和实验室检查后，为确定最佳的治疗方案，哪种影像学检查最有价值？,急性胰腺炎->常用药品->泮托拉唑,0.47,常用药品
一名32岁的男性，右颈部肿大1个月，CT扫描显示右侧口咽及鼻咽有均匀密度的软组织肿物，双侧颈部及纵隔有多个边界清楚的肿大淋巴结。根据这些检查结果，最可能的诊断是什么？,淋巴瘤->治疗方法->化疗,0.65,治疗方法
根据患者的症状：心悸不宁，心烦少寐，头晕目眩，手足心热，口干口渴，耳鸣腰酸，舌红，少苔，脉细数，应该选用哪种中药材配伍治疗？,心肾不交->常用药品->酸枣仁,0.57,常用药品
对于一名30岁的男性患者，他出现恶寒发热、咳嗽气喘，并伴有眼睑浮肿，随后四肢及全身皆迅速出现浮肿，还感到肢体关节酸楚，舌苔薄白，脉象紧。在此情况下，应该选择哪种中药配伍？,风寒->常用药品->麻黄,0.73,常用药品
一位37岁女性，因车祸导致胫骨骨折十余天后，突然出现头痛和头晕。结合患者的病史和症状以及图像，最可能的诊断是什么？,车祸->症状->头痛,0.75,症状
一位30岁的女性患者表现出失眠多梦、易惊醒、胆怯心悸、遇事善惊、气短乏力、舌淡、脉弦细的症状，针对这些症状，应该选择哪种中药方剂进行治疗？,失眠多梦->治疗方法->安神定志丸,0.91,治疗方法
患者李某出现咯血反复发作一个月，同时伴有咳呛气急、午后潮热、五心烦热等症状。根据这些临床表现，应首选哪种方剂进行治疗？,阴虚火旺->治疗方法->滋阴清热,0.17,治疗方法
一名30岁男性患者，头颅CT显示左小脑半球有一个3cm×4cm的囊样低密度区，并伴有壁结节，结节明显增强，四脑室受压变形及右移。根据这些影像特征，最可能的诊断是什么？,血管母细胞瘤->推荐食谱->高钠饮食,0.09,推荐食谱
对于一位47岁女性患者来说，她的腕关节肿痛持续了3个月，掌指关节肿痛持续了6周，并伴有早晨僵硬症状，哪项检查对确立诊断最有意义？,晨僵->食物有益于疾病->生姜,0.02,食物有益于疾病
根据8岁患儿在春节期间因上感，注射青霉素40万单位后5小时出现高热、头痛、前胸出血点、低血压的情况，诊断最可能是什么？,过敏反应->症状->发热,0.62,症状
患者为38岁女性，双额黏膜存在白色病变1年，活检标本显示上皮萎缩、表面不全角化、上皮钉突不规则延长，基底细胞层液化变性以及固有层内近上皮区淋巴细胞浸润。根据这些病理特征，诊断应为哪种疾病？,系统性红斑狼疮->可能患有疾病->口腔病变,0.45,可能患有疾病
一名60岁男性患者阴茎头部出现菜花样肿物，继而糜烂，边缘硬而不整齐，有分泌物、出血及恶臭。根据这些症状，该患者应诊断为何种疾病？,阴茎肿物->疾病描述->阴茎炎症,0.52,疾病描述
一名39岁女性患者，因右上腹疼痛1天就诊。体检显示巩膜黄染，体温39.5℃，右上腹压痛并伴有轻度肌紧张。B超检查发现胆管轻度扩张且胆管内有结石。如果不及时治疗，该患者最可能出现什么严重并发症？,胆管结石->检查疾病->腹部B超,0.58,诊断检查
一位24岁的孕妇，妊娠31周，表现为高血压、尿蛋白和浮肿等症状，血HCT为43%且全血黏度比值为3.8，针对这种情况，最佳的处理方法是什么？,先兆子痫->症状->高血压,0.14,症状
对于一名发热3天、流涕、流泪、怕光，并且耳后、颈部、面部出现充血性红色斑丘疹的2岁女童，如果她的口腔颊内侧黏膜可见白色斑点，她的隔离期应该是出疹后多久？,麻疹->食物有益于疾病->胡萝卜粥,0.06,食物有益于疾病
35岁男性跌倒后腕部肿胀和酸痛，无骨折征象，后期未治疗容易引发的情况？,软组织损伤->并发症->慢性疼痛,0.65,并发症
一名8岁男患者出现恶寒发热1天后，伴有头面红肿掀痛、咽痛、口渴舌燥、舌红苔黄、脉浮数等症状。根据这些症状，应选用哪种中药方剂进行治疗？,风热上攻->症状->头面红肿掀痛,0.03,症状
一位65岁的女性，患有冠心病和下壁心肌梗死，10年前因三度房室传导阻滞植入了VVI起搏器，起搏频率设定为72次/分。当前需要采取什么治疗措施？,冠心病->推荐食谱->燕麦粥,0.35,推荐食谱
对于一位术后出现体温上升和轻度呼吸不畅的患者，胸片显示胸腔内有气液平，为了进一步诊断最重要的检查手段是什么？,胸腔气液平->治疗方法->抗生素治疗,0.18,治疗方法
一名5岁女童，已患急性淋巴细胞性白血病8个月，并接受了正规化疗。她现在发热1天，体温40.1℃，精神萎靡，皮肤上出现了较多皮疹，其中包括丘疹和疱疹，疱疹内为浑浊液体。基于这些症状，最可能的诊断是什么？,水痘-带状疱疹病毒->诊断->皮肤疱疹,0.91,可能患有疾病
腹泻、腹痛、脉弦的患者应该使用什么药物进行治疗？,腹泻->常用药品->香砂六君子汤,0.72,常用药品
"根据临床表现和实验室检查结果, 6岁小儿发热、轻咳、纳差2周, 右下肺呼吸音减低, 白细胞总数正常, 血清冷凝集反应滴度为1:64, 以及胸片显示右肺下部呈云雾状浸润，并在治疗1周后胸片显示右中、下肺野有大片状淡薄阴影。这些信息提示应诊断为什么类型的肺炎？",支原体肺炎->诊断检查->冷凝集素滴度升高,0.53,诊断检查
一个8个月大的女孩反复出现呼吸道感染，检查结果显示她体内的IgA含量非常低，但IgG和IgM含量正常，请问这种情况下最可能的诊断是什么？,选择性IgA缺乏症->治疗科室->儿科,0.61,治疗科室
一位48岁的女性，三个月前无明显诱因出现右上腹不适，表现为钝痛。结合影像学表现，其最可能的诊断是什么？,右上腹不适->推荐食谱->白萝卜炖牛腩,0.19,推荐食谱
一位怀孕8个月的24岁女性，近一个月来常在卧位时出现突发性头痛、心悸和多汗，测得最高血压为230/140mmHg，但坐起后症状可逐渐缓解，血压恢复正常，空腹血糖为7.8mmol/L，电解质及肝肾功能正常。根据这些症状和检验结果，最可能的诊断是什么？,嗜铬细胞瘤->治疗科室->内分泌科,0.37,治疗科室
患者颈前偏左囊性包块随吞咽上下移动，突然增大伴疼痛，既往有手术史。最可能诊断？,颈部包块->症状->疼痛,0.54,症状
对于住院第2天检查时，患者的瘫痪肢体只能在水平面上移动而不能上抬，这表明其右下肢的肌力处于哪个级别？,肌力评估->常用药品->肌肉松弛药,0.14,常用药品
根据患者的症状表现和体质情况，怀孕50天的女性患者出现腰酸腹痛、阴道少量出血等问题，首选哪种中药进行治疗？,寿胎丸->并发症->阴道少量出血,0.64,并发症
对于患者表现出咳嗽经久不愈，咳吐黄痰，甚至咳吐腥臭脓血，并且有身热不退，胸中隐隐作痛的症状，舌红苔黄腻，脉滑数的情况，应该使用哪种中药方剂进行治疗？,咳嗽->中药方剂->清热解毒汤,0.62,常用药品
如果一个10岁女孩在经历呼吸道感染后，因水肿、尿量减少及血尿在2天内入院，随后在2到4周后出现进行性尿量减少和肾功能下降，应考虑什么诊断？,急进性肾小球肾炎->可能患有疾病->肾小管损伤,0.77,可能患有疾病
56岁男性充血性心力衰竭，心率100～110次/分钟，使用地高辛两周无明显效果，应该选择哪种药物治疗？,心力衰竭->可能患有疾病->高血压,0.55,可能患有疾病
一名28岁的女性患者被诊断为甲亢，并服用丙硫氧嘧啶半年，目前症状消失且T3、T4值正常。最近1周患者感到乏力，近3天出现发热、体温39℃、咽痛、皮疹和关节酸痛。针对患者的情况，最重要的化验是什么？,丙硫氧嘧啶副作用->症状->发热、皮疹,0.48,症状
描述一下学生16岁时在课堂上发生的发作事件特征，这种发作事件的最可能诊断是什么？,失神发作->症状->突发短暂的意识丧失,0.92,症状
根据一位55岁女性患者的症状表现为腹痛、大便秘结和腹泻交替，并在直肠指检阴性情况下，如果确诊为早期大肠癌，最优先选择哪种治疗方法？,早期大肠癌->治疗方法->内镜治疗,0.49,治疗方法
根据一名27岁女性患者的症状，包括跳舞后突发右下腹剧烈疼痛、伴恶心和畏冷，查体发现右附件区有一个5*6*4cm大小的囊性肿物，并且触痛明显，最可能的诊断是什么？,卵巢囊肿蒂扭转->治疗方法->抗生素治疗,0.22,治疗方法
一名37岁的男性患者出现腹泻和呕吐，在体检时有口唇干燥、眼窝下陷及低血压的症状。请问，在这种情况下，哪一种确诊方法是最重要的？,急性胃肠炎->治疗方法->补液,0.16,治疗方法
请根据描述分析，在湖南某市某年洪水后，出现的发热症状和血常规结果，患者发热的原因最可能是什么疾病？,钩端螺旋体病->症状->发热,0.92,症状
一位43岁女性患者，表现出头痛畏寒、面色白、四肢不温、舌质淡胖、有齿痕、脉沉细等症状，请问对于这位患者，应该选择哪一种主要方剂来进行治疗？,阳气虚弱->症状->四肢冰凉,0.77,症状
一名38岁的女性患者发现左眼视野缺损，眼压为40mmHg，经检查后确诊。请问，该患者的首选治疗方法是什么？,开角型青光眼->治疗方法->小梁切除术,0.93,治疗方法
一名20岁男性患者，颏下皮肤内有一个无痛性肿块缓慢生长了7年。检查该肿块发现它是圆形的，表面皮肤光滑，没有与皮肤及周围组织粘连，触诊时感觉坚韧而有弹性，穿刺后抽出乳白色豆腐渣样分泌物。根据这些特点，这个肿块最可能的诊断是什么？,皮脂腺囊肿->诊断->乳白色豆腐渣样分泌物,0.94,可能患有疾病
一名56岁男性患者，患肝病反复发作20余年，近期出现乏力、嗜睡、厌食、脾肿大、脾功能亢进、腹水，这些症状最有可能指向哪种诊断？,脾功能亢进->并发症->血小板减少,0.65,并发症
25岁女性起床后颈背部僵痛、头部转动困难、右侧斜方肌压痛，最可能的疾病？,头痛->传染性->否,0.14,传染性
面对一位27岁男性患者，他以左侧后牙自发痛和夜间痛为主要症状就诊，检查发现左侧后牙前倾阻生，牙冠与远中牙颈部形成的间隙有较多的食物嵌塞，远中冠周轻度充血，冠周袋无脓且触痛(-)，X线显示远中牙颈部深龋。请问在这种情况下，最恰当的应急处理措施是什么？,阻生齿->并发症->食物嵌塞,0.69,并发症
女性患者腰麻术后4小时出现烦躁不安，下腹部膨隆且叩诊浊音，生命体征正常。最可能考虑？,膀胱功能障碍->症状->尿潴留,0.79,症状
一名59岁男性患者，上腹不适2周，经过检查并进行电子胃镜检查及超声内镜后，最佳的进一步治疗方案是什么？,胃癌->治疗方法->手术切除,0.92,治疗方法
22岁女性感冒发热后心悸、胸闷、呼吸困难和水肿，心律不齐，心电图显示频发室性期前收缩。应进行何种检查明确诊断？,病毒感染->诊断检查->血液常规,0.13,诊断检查
一名9岁男孩患者在外伤后出血不止，实验室检查显示白细胞5×10^9/L，血红蛋白110g/L，血小板101×10^9/L，出血时间正常，凝血时间正常，KPTT为80s（正常对照30s），可被正常血清纠正，但不能被钡吸附正常血浆纠正。根据这些临床和实验室检查结果，请给出该患者的诊断。,血友病B->治疗方法->凝血因子替代疗法,0.63,治疗方法
一名13岁女性患者出现头晕、乏力、尿黄1个月，血常规检查显示血红蛋白为86g/L，血小板为10×10^9/L，且Coombs试验阳性。根据这些症状和检查结果，最可能的诊断是什么？,Evans综合征->诊断检查->血液检查,0.18,诊断检查
一位48岁的女性患者因左侧颈部包块伴有发热1个月余住院，活检镜下见弥漫性大细胞，免疫组化提示B细胞来源，发现脾肋下5厘米，肝不大，骨髓穿刺涂片内含13%淋巴细胞。请问该患者的临床分期是？,淋巴瘤->并发症->发热,0.51,并发症
一名6岁男孩发热持续两周，并出现关节游走痛。体检发现心率每分钟100次，心尖区有二级收缩期杂音，C反应蛋白呈阳性，血沉增快，疑似风湿热。对于这种情况，首选哪种药物进行治疗？,风湿热->治疗方法->阿司匹林治疗,0.92,治疗方法
在治疗患者谢××时，她病症表现为久痢顽固不愈，证见心烦失眠，口干口苦，腹痛隐隐，喜温喜按，舌质淡，苔黄腻，脉沉细。根据这些症状，应该选用哪种中药方剂进行治疗？,久痢不愈->可能患有疾病->虚寒湿热夹杂,0.91,可能患有疾病
请根据以下症状描述，指出最可能的诊断是什么：8岁患儿，持续4周水肿、少尿，体检显示血压反复在130～140／90～98 mmHg之间，眼睑水肿无法睁开，腹水征阳性，尿蛋白(+++)，尿红细胞每高倍视野12个，血白蛋白15g／L，血胆固醇6.5 mmol／L。,肾炎->忌吃->高盐饮食,0.14,忌吃
一名56岁男性患者，患有肺痨五年，表现出咳嗽无力、声低懒言、痰中夹血、色淡红，以及午后低热、面白颧红等症状。舌嫩红有齿痕，苔薄白，脉细弱数。在这种情况下，若患者咳血、咯血较为严重，应优先采用何种中药来补络止血，进行治疗？,白及枇杷丸->并发症->肺部感染,0.12,并发症
患者有10年糖尿病史，现出现眼睑及下肢浮肿、乏力、尿蛋白(++)及尿糖(+++)的症状，这种情况下该患者的糖尿病类型通常是什么类型？,糖尿病->可能患有疾病->2型糖尿病,0.57,可能患有疾病
一名60岁男性患者阴茎头部出现菜花样肿物，继而糜烂，边缘硬而不整齐，有分泌物、出血及恶臭。根据这些症状，该患者应诊断为何种疾病？,阴茎肿物->症状->尖锐湿疣,0.63,症状
对于一位3个月的女婴，家长发现其左眼瞳孔区发白持续1个月。眼部检查显示双眼眼压正常，左眼角膜清澈，前房深度正常，瞳孔约2×2mm，对光反射灵敏，但晶状体白色浑浊且眼底无法窥查，在这种情况下，哪项检查最有助于进一步诊断？,晶状体浑浊->可能患有疾病->先天性白内障,0.79,可能患有疾病
某肺心病患者在急性加重期治疗后病情好转，但出现躁动、手足抽搐，血清钾及氯均降低，HCO₃⁻为38mmol/L，二氧化碳分压为40mmHg。这种情况下，患者可能出现了什么病理变化？,代谢性碱中毒->治疗方法->补钾治疗,0.76,治疗方法
一名糖尿病患者晨起活动后突发神志不清、跌倒，约3分钟后自行缓解，但主诉双眼视物不清。查体发现其双眼球不能上视，双动眼神经部分麻痹，双瞳孔光反射迟钝，记忆力差，双眼视力仅为眼前指数，头颅CT未见异常。结合以上症状，应考虑哪一种临床诊断？,基底动脉尖综合征->常用药品->降压药,0.12,常用药品
45岁男萨克斯演奏家，颈部皮下柔软肿物一周，体检显示局部皮温正常且无压痛。最可能的影像学特征是什么？,气体积聚->并发症->囊肿形成,0.65,并发症
一位56岁的男性患者被诊断为稳定性心绞痛，在经过一段时间的治疗后效果不佳，医生决定采用联合用药。针对这种情况，哪种药物组合较为合理，可以更有效地帮助患者改善病情？,稳定性心绞痛->治疗方法->雷诺嗪、抗血小板药物,0.52,治疗方法
对于一名7岁女孩，出现尿频尿急5天并伴有寒战，全身温度39.0℃，双肾区有叩击痛，确诊这种情况下首选的检查是什么？,发热->忌吃->油炸食品,0.09,忌吃
王某，男，60岁，口渴欲饮9年，近半年小便频数且混浊如膏，甚则饮一溲一，面色黧黑，耳轮焦干，腰膝酸软，形寒畏冷，阳痿，舌淡苔白，脉沉细无力。根据这些症状，应该选择什么主要方剂进行治疗？,肾阳虚->症状->阳痿,0.03,症状
5岁小儿0T试验1：1000浓度24小时后复诊，局部红硬结直径15mm，最恰当的处理措施是什么？,结核试验->并发症->结核感染,0.65,并发症
女，58岁。经过1.5年的丙基硫氧嘧啶治疗后，患者的甲状腺有所缩小，且T抑制试验结果显示3小时抑制率大于50％，24小时抑制率小于50％，TT、TT正常。对于这一病例，应如何调整丙基硫氧嘧啶的使用剂量？,甲状腺功能亢进->诊断检查->T抑制试验,0.95,诊断检查
患者血氧检查显示PaO2 50mmHg，动脉血氧含量15ml/dl，动-静脉血氧含量差4ml/dl。缺氧类型是什么？,肺水肿->诊断检查->胸部CT,0.09,诊断检查
对于患者表现出咳嗽经久不愈，咳吐黄痰，甚至咳吐腥臭脓血，并且有身热不退，胸中隐隐作痛的症状，舌红苔黄腻，脉滑数的情况，应该使用哪种中药方剂进行治疗？,咳嗽->治疗方法->化痰止咳方,0.75,治疗方法
患者出现尿频、尿急、尿痛，声像图显示右肾轻度肿大，多个液性腔及钙化灶，最可能的诊断是什么？,尿路症状->检查疾病->尿路感染,0.69,诊断检查
一名42岁女性患者，经历了3年的劳力性胸闷和气促，发作时硝酸甘油无效。查体时在胸骨左缘第3肋间听到收缩期杂音。为确诊，首选应进行哪项检查？,胸部不适->常用药品->硝酸甘油,0.58,常用药品
一个8岁男性患者发现右阴囊内肿块1年，该肿块无痛且平卧时消失，扪之囊性感，透光试验呈阳性。请问根据这些情况，首选的治疗方法是什么？,交通性鞘膜积液->治疗方法->鞘状突高位结扎术,0.96,治疗方法
一位35岁的女性病人在输血后1小时内出现畏寒、寒战高热、头痛、出汗、恶心、呕吐和皮肤潮红，体温达到40℃。结合其有输血史的情况，最可能的临床诊断是什么？,输血相关非溶血性发热反应->疾病描述->细胞因子引起的发热,0.52,疾病描述
对于一名5岁患儿，虽然没有任何临床症状和体征，且房室腔未见扩大，但在超声检查中通过胸骨旁左心长轴切面在房室沟处发现一圆形无回声区，大小为15mm×18mm，并且其开口于右房，请问最可能的诊断是什么？,无症状->可能患有疾病->先天性心脏病,0.62,可能患有疾病
对于一名2岁的患儿，经历了为期4天的麻疹高热后，出现皮肤疹点密集成片、色紫红并遍及周身，同时伴有神昏和抽搐3次，应选用哪一种中药方剂进行治疗？,麻疹高热->治疗方法->清热解毒,0.65,治疗方法
一名48岁女性患者在车祸中导致右胫腓骨骨折，并在外固定术后两年进行复查。请根据复查结果描述最可能的诊断是什么？,骨折愈合不良->症状->骨折未愈合,0.79,症状
